imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
468700,"https://ids.lib.harvard.edu/ids/iiif/425512479/558,116,599,799/full/0/native.jpg",-7,27,-5,0,0,231698,"Nicolas Triest, Count d'Auweghem",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Gaspar de Crayer,17th century,1620,Flemish,"The Honorable William Frederick Barton Massey-Mainwaring, Maldon House, Devonshire, sold [through Christie, Manson & Woods, London, May 13, 1893, lot 33].  [Charles Sedelmeyer, Paris, 1895], sold; to Rodolphe Kann, Paris, 1896 until at least 1900. J. Pierpont Morgan, New York, by 1909. [1] [Victor Fisher, New York ?]. [Duveen Brothers, New York], sold [through American Art Association, April 29, 	122 x 95.5 cm (48 1/16 x 37 5/8 in.)\r\nframed: 156 x 130 x 15.5 cm (61 7/16 x 51 3/16 x 6 1/8 in.)""",Oil on canvas,NA,1915,NA
468853,"https://ids.lib.harvard.edu/ids/iiif/425528283/1893,572,443,591/full/0/native.jpg",-11,57,10,12,42,354129,Passageway through Kabul,Photographs,Department of Islamic & Later Indian Art,Modern and Contemporary Art,Manish Swarup,21st century,2005,Indian,"Manish Swarup, Delhi, India, sold; to Conley Harris and Howard Truelove (2010-2015), gift; to the Harvard Art Museums, 2015.",image: 50.8 x 76.2 cm (20 x 30 in.)\r\nsheet: 61.6 x 86.4 cm (24 1/4 x 34 in.),NA,Ink jet digital print,2015
468872,"https://ids.lib.harvard.edu/ids/iiif/425532037/991,1756,772,644/full/0/native.jpg",4,-27,-12,2,-14,354186,George Grosz,Photographs,Department of Photographs,Modern and Contemporary Art,Arnold Newman,20th century,1942,American,"Dr. Daniel and Janet Tassel, Lexington, MA, gift; to the Harvard Art Museums, 2015.",image (within mat): 24.4 x 17.8 cm (9 5/8 x 7 in.),NA,Gelatin silver print,2015
474955,"https://ids.lib.harvard.edu/ids/iiif/431967148/360,424,1182,1576/full/0/native.jpg",-10,-22,3,2,-14,356407,Portrait of Wilhelm Stueckle,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Hugo Erfurth,20th century,1920,German,"[Swann Auction Galleries, sale 1557, lot #527], sold; to Gary Schneider and John Erdman (1991-2017), gift; to the Busch-Reisinger Museum, 2017.",sheet (sight): 17.8 × 15.9 cm (7 × 6 1/4 in.),Toned gelatin silver print mounted on textured board,Gelatin silver print,2017
475873,"https://ids.lib.harvard.edu/ids/iiif/432289024/703,455,430,573/full/0/native.jpg",-3,19,0,12,-30,355640,Gabriel Courtois de Pressigny,Prints,Department of Prints,European and American Art,Jean-Auguste-Dominique Ingres,19th century,1816,French,"[Hill-Stone, Inc., South Dartmouth, MA] sold; to Harvard Art Museums, 2016.",plate: 30.8 × 21.1 cm (12 1/8 × 8 5/16 in.)\r\nsheet: 40.2 × 30.3 cm (15 13/16 × 11 15/16 in.),NA,Etching,2016
475875,"https://ids.lib.harvard.edu/ids/iiif/432289028/654,491,605,807/full/0/native.jpg",1,-20,-2,-2,-20,355758,Schuyler Colfax,Prints,Department of Prints,European and American Art,John Sartain,19th century,1868,American,"[Kennedy Gallery, New York, c. 1975], sold; to [Donald A. Heald Rare Books, Prints & Maps], sold; to Harvard Art Museums, 2016.",image: 26.4 × 22.9 cm (10 3/8 × 9 in.)\r\nsheet: 39.9 × 30.2 cm (15 11/16 × 11 7/8 in.),NA,Mezzotint,2016
475911,"https://ids.lib.harvard.edu/ids/iiif/432358616/247,764,1069,1237/full/0/native.jpg",-7,3,2,0,0,204104,Portrait drawings of women's heads in the form of a sketchbook,Drawings,Department of Asian Art,Asian and Mediterranean Art,NA,20th century,1900,Chinese,NA,24.77 x 19.05 cm (9 3/4 x 7 1/2 in.),Ink and graphite (?) on thin paper,NA,1944
475911,"https://ids.lib.harvard.edu/ids/iiif/432358616/1171,734,910,1213/full/0/native.jpg",-4,2,-5,0,0,204104,Portrait drawings of women's heads in the form of a sketchbook,Drawings,Department of Asian Art,Asian and Mediterranean Art,NA,20th century,1900,Chinese,NA,24.77 x 19.05 cm (9 3/4 x 7 1/2 in.),Ink and graphite (?) on thin paper,NA,1944
476034,"https://ids.lib.harvard.edu/ids/iiif/432364539/1278,858,161,215/full/0/native.jpg",-20,-45,1,0,-48,356450,Russian Arms Dealers,Photographs,Department of Islamic & Later Indian Art,Modern and Contemporary Art,Manish Swarup,21st century,2005,Indian,"Manish Swarup, sold; to Conley Harris and Howard Truelove, (2010-2016), gift; to the Harvard Art Museums, 2016.",image: 50.8 × 76.2 cm (20 × 30 in.)\r\nsheet: 62.2 × 86.4 cm (24 1/2 × 34 in.),NA,Ink jet digital print,2016
476049,"https://ids.lib.harvard.edu/ids/iiif/432364818/448,90,926,1235/full/0/native.jpg",3,-19,8,0,0,356743,"The Brown Sisters, Truro, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2016,American,"Nicholas Nixon, created 2016, sold; through [Fraenkel Gallery, San Francisco]; to the Harvard Art Museums, 2016.",20.3 × 25.4 cm (8 × 10 in.),NA,Gelatin silver print,2016
476049,"https://ids.lib.harvard.edu/ids/iiif/432364818/1083,181,840,1120/full/0/native.jpg",5,-31,-2,0,0,356743,"The Brown Sisters, Truro, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2016,American,"Nicholas Nixon, created 2016, sold; through [Fraenkel Gallery, San Francisco]; to the Harvard Art Museums, 2016.",20.3 × 25.4 cm (8 × 10 in.),NA,Gelatin silver print,2016
476049,"https://ids.lib.harvard.edu/ids/iiif/432364818/1764,182,636,1179/full/0/native.jpg",-1,-18,-3,0,0,356743,"The Brown Sisters, Truro, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2016,American,"Nicholas Nixon, created 2016, sold; through [Fraenkel Gallery, San Francisco]; to the Harvard Art Museums, 2016.",20.3 × 25.4 cm (8 × 10 in.),NA,Gelatin silver print,2016
476049,"https://ids.lib.harvard.edu/ids/iiif/432364818/40,0,780,1036/full/0/native.jpg",-10,18,11,0,0,356743,"The Brown Sisters, Truro, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2016,American,"Nicholas Nixon, created 2016, sold; through [Fraenkel Gallery, San Francisco]; to the Harvard Art Museums, 2016.",20.3 × 25.4 cm (8 × 10 in.),NA,Gelatin silver print,2016
477200,"https://ids.lib.harvard.edu/ids/iiif/433506249/340,264,501,668/full/0/native.jpg",-10,52,9,24,54,356303,West Berlin 1958,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Arno Fischer,20th century,1958,German,"[Kicken Berlin], sold; to the Busch-Reisinger Museum, 2016.",17.3 × 24.2 cm (6 13/16 × 9 1/2 in.),Gelatin silver print,Gelatin silver print,2017
477696,"https://ids.lib.harvard.edu/ids/iiif/434025501/728,526,530,707/full/0/native.jpg",-1,-36,-1,0,-4,357463,George Morland,Prints,Department of Prints,European and American Art,William Ward I,19th century,1805,British,"[Donald A. Heald, New York], sold; to Harvard Art Museums, 2017",plate: 37.8 × 27.5 cm (14 7/8 × 10 13/16 in.)\r\nsheet: 44.3 × 32.4 cm (17 7/16 × 12 3/4 in.),NA,Mezzotint,2017
477698,"https://ids.lib.harvard.edu/ids/iiif/434025505/456,349,530,707/full/0/native.jpg",-8,-15,0,6,-24,357466,Jan Van Huysum,Prints,Department of Prints,European and American Art,Arnoud van Halen,18th century,1722,Dutch,"[Donald A. Heald, New York], sold; to Harvard Art Museums, 2017",sheet: 25.2 × 17.3 cm (9 15/16 × 6 13/16 in.),NA,Mezzotint,2017
477705,"https://ids.lib.harvard.edu/ids/iiif/434298998/439,337,996,1328/full/0/native.jpg",-12,11,16,2,0,298129,Clematis,Drawings,Department of Drawings,European and American Art,Frederick William Burton,19th century,1858,Irish,NA,35.4 x 26.4 cm (13 15/16 x 10 3/8 in.),Watercolor and gouache on white card,NA,1943
477707,"https://ids.lib.harvard.edu/ids/iiif/434299006/1272,0,489,638/full/0/native.jpg",1,-1,1,0,0,358272,Aljana Moons 3,Photographs,Department of Photographs,Modern and Contemporary Art,Alexis Peskine,21st century,2015,French,"G. W. Einstein Company, Inc., sold; to the Harvard Art Museums, 2017.",83.2 × 149.9 cm (32 3/4 × 59 in.),Color archival ink photograph on Hahnemüle paper,NA,2017
477972,"https://ids.lib.harvard.edu/ids/iiif/434420005/677,499,543,724/full/0/native.jpg",-3,16,2,5,5,354251,Portrait of a Man Holding a Sword,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Willem van Mieris,17th century,1686,Dutch,"[J. Caudri, Amsterdam, September 6, 1809, lot 50]; to Thomassen.  Possibly sold by Ralph Thomassen [through his sale, London, February 25, 1822, lot 22, as “Portrait of himself, elaborately finished\]. Jan Kleinenbergh, sold [through his sale, Leiden, July 19, 1841, lot 125] to L’Andry for Nieuwenhuys. Baron van Varange, sold [through his sale, Paris, May 26, 1852, lot 27, as “Portrait of Admira",22.6 × 17.5 cm (8 7/8 × 6 7/8 in.)\r\nframe: 38.3 × 33 cm (15 1/16 × 13 in.),Oil on panel,NA,2016
478659,"https://ids.lib.harvard.edu/ids/iiif/434485610/328,106,1437,1916/full/0/native.jpg",-15,10,2,0,5,356355,"Charles IV, King of Spain",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Attributed to Francisco José de Goya y Lucientes,18th century,1784,Spanish,"Purchased by Joseph E. Willard, circa 1916, possibly a gift; to Kermit and Belle Willard Roosevelt (1889-1943), circa 1916, possibly by descent; to Belle Roosevelt, possibly sold circa 1955. [Stair Auction House, New York, 2007], sold. [Dealer, London], sold; to Eric Seiler, Edward Friedman, Gary Friedman, Theodore Mirvis, and Nicholas Boyle",50.8 × 41 cm (20 × 16 1/8 in.)\r\nframe: 60 × 49.2 × 4.4 cm (23 5/8 × 19 3/8 × 1 3/4 in.),Oil on canvas,NA,NA
480833,"https://ids.lib.harvard.edu/ids/iiif/435166560/1642,193,270,360/full/0/native.jpg",-6,-12,-2,4,-10,5265,"Saints Prosdocimus, Justina, Daniel, and Anthony of Padua in Glory with a View of the Prato della Valle, Padua",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Pietro Damini,17th century,1612,Italian,"Elie di Borbone-Parma (1880-1959), Vienna. Maria-Cristina Borbone Parma (1925-2009), Vienna. Private Collector. [Christie's, London, lot 21, July 20, 1990], sold; to Masoud Rajee. [Sotheby's, New York, October 17, 1997, lot withdrawn]. [Sotheby's, New York, January 27, 2006, lot not sold]. Private Collection.\r\n\r\n",27.5 × 35 cm (10 13/16 × 13 3/4 in.)\r\nframe: 36.5 x 44.5 x 2.9 cm (14 3/8 x 17 1/2 x 1 1/8 in.),Oil on copper,NA,2018
480833,"https://ids.lib.harvard.edu/ids/iiif/435166560/810,183,277,369/full/0/native.jpg",-3,-11,-5,2,-14,5265,"Saints Prosdocimus, Justina, Daniel, and Anthony of Padua in Glory with a View of the Prato della Valle, Padua",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Pietro Damini,17th century,1612,Italian,"Elie di Borbone-Parma (1880-1959), Vienna. Maria-Cristina Borbone Parma (1925-2009), Vienna. Private Collector. [Christie's, London, lot 21, July 20, 1990], sold; to Masoud Rajee. [Sotheby's, New York, October 17, 1997, lot withdrawn]. [Sotheby's, New York, January 27, 2006, lot not sold]. Private Collection.\r\n\r\n",27.5 × 35 cm (10 13/16 × 13 3/4 in.)\r\nframe: 36.5 x 44.5 x 2.9 cm (14 3/8 x 17 1/2 x 1 1/8 in.),Oil on copper,NA,2018
480833,"https://ids.lib.harvard.edu/ids/iiif/435166560/1968,203,304,405/full/0/native.jpg",-19,-27,4,14,-16,5265,"Saints Prosdocimus, Justina, Daniel, and Anthony of Padua in Glory with a View of the Prato della Valle, Padua",Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Pietro Damini,17th century,1612,Italian,"Elie di Borbone-Parma (1880-1959), Vienna. Maria-Cristina Borbone Parma (1925-2009), Vienna. Private Collector. [Christie's, London, lot 21, July 20, 1990], sold; to Masoud Rajee. [Sotheby's, New York, October 17, 1997, lot withdrawn]. [Sotheby's, New York, January 27, 2006, lot not sold]. Private Collection.\r\n\r\n",27.5 × 35 cm (10 13/16 × 13 3/4 in.)\r\nframe: 36.5 x 44.5 x 2.9 cm (14 3/8 x 17 1/2 x 1 1/8 in.),Oil on copper,NA,2018
480869,"https://ids.lib.harvard.edu/ids/iiif/435347569/839,788,215,287/full/0/native.jpg",-16,-31,-18,12,-30,141383,"Konoshiro Tomobei maboroshi sōshi (Ghost Story of Konoshiro Tomobei), printed edition",Prints,Department of Asian Art,Asian and Mediterranean Art,Utagawa Kuniyoshi,19th century,1845,Japanese,NA,closed (including cover): 17.9 × 11.8 × 0.3 cm (7 1/16 × 4 5/8 × 1/8 in.),Woodblock printed book; ink and light color on paper,NA,1985
481205,"https://ids.lib.harvard.edu/ids/iiif/435889325/725,311,647,863/full/0/native.jpg",4,25,-3,0,0,358748,Portrait of a Man,Drawings,Department of Drawings,European and American Art,Cornelis Jonson van Ceulen,17th century,1651,Dutch,"[Sotheby Mak van Waay B. V., Amsterdam, April 25, 1983, lot 65, as by Visscher]. [William H. Schab Gallery, New York, 1984]. Fr. John Walch, Oklahoma. [Freeman's Auction, Philadelpha, June 17, 2014, lot 4, as by Visscher, unsold]. Private Collection, Massachusetts. [Nissman, Abromson, Ltd., Brookline, MA], sold; to Harvard Art Museums, 2017",33.2 × 25.8 cm (13 1/16 × 10 3/16 in.)\r\nmount: 39.4 × 31.8 cm (15 1/2 × 12 1/2 in.),Black and white chalk on blue antique laid paper,NA,2017
482634,"https://ids.lib.harvard.edu/ids/iiif/436498322/509,458,1104,1472/full/0/native.jpg",-5,30,1,0,0,317369,Artemas Ward (1727-1800),Paintings,Harvard University Portrait Collection,European and American Art,Raphaelle Peale,18th century,1795,American,"Artemas Ward; descended in his family to 1925; their gift to Harvard University, with contents of Artemas Ward House, Shrewsbury, MA, 1925; transferred to Harvard University Portrait Collection, 2006.",painting: 67.3 × 57.2 cm (26 1/2 × 22 1/2 in.)\r\nframe: 71.4 × 61.6 × 6 cm (28 1/8 × 24 1/4 × 2 3/8 in.)\r\nsight: 64.8 × 54.9 cm (25 1/2 × 21 5/8 in.),Oil on canvas,NA,2006
482655,"https://ids.lib.harvard.edu/ids/iiif/436583661/753,254,594,792/full/0/native.jpg",5,8,1,0,0,304578,George Martin Lane (1823-1897),Paintings,Harvard University Portrait Collection,European and American Art,Léon Bonnat,19th century,1894,French,"Gift by subscription to Harvard College, 1895.",116 x 98 cm (45 11/16 x 38 9/16 in.)\r\nframed: 142.2 x 124.5 x 11.4 cm (56 x 49 x 4 1/2 in.),Oil on canvas,NA,NA
482700,"https://ids.lib.harvard.edu/ids/iiif/436623348/523,280,1010,1347/full/0/native.jpg",4,43,-8,0,25,305018,John Amory Lowell (1798-1881),Paintings,Harvard University Portrait Collection,European and American Art,Jacob H. Lazarus,19th century,1882,American,"By descent to Ralph Lowell, great-grandson of the sitter; his gift to Harvard University, 1978.",81.3 x 68.6 cm (32 x 27 in.)\r\nframed: 106.1 x 92.7 x 8.9 cm (41 3/4 x 36 1/2 x 3 1/2 in.),Oil on canvas,NA,NA
482704,"https://ids.lib.harvard.edu/ids/iiif/436677142/568,169,945,1260/full/0/native.jpg",0,31,-8,0,15,311165,Susan Heard Oliver Dabney,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,William Morris Hunt,19th century,1865,American,"Susan Heard Oliver Dabney Beevor, London; her bequest to the Fogg Art Museum, 1939.\r\n",54.6 x 44.5 cm (21 1/2 x 17 1/2 in.)\r\nframed: 77.5 x 68.6 x 3.3 cm (30 1/2 x 27 x 1 5/16 in.),Oil on canvas,NA,1939
482757,"https://ids.lib.harvard.edu/ids/iiif/436713614/393,1028,241,321/full/0/native.jpg",-2,26,0,0,20,302049,James Arnold (1781-1868) and family,Paintings,Harvard University Portrait Collection,European and American Art,Robert Scott Lauder,19th century,1837,Scottish,NA,panel: 111.8 × 86 cm (44 × 33 7/8 in.)\r\nframed: 142.2 × 117.5 cm (56 × 46 1/4 in.),Oil on canvas,NA,NA
482757,"https://ids.lib.harvard.edu/ids/iiif/436713614/1158,880,203,271/full/0/native.jpg",0,-20,-8,6,-10,302049,James Arnold (1781-1868) and family,Paintings,Harvard University Portrait Collection,European and American Art,Robert Scott Lauder,19th century,1837,Scottish,NA,panel: 111.8 × 86 cm (44 × 33 7/8 in.)\r\nframed: 142.2 × 117.5 cm (56 × 46 1/4 in.),Oil on canvas,NA,NA
483107,"https://ids.lib.harvard.edu/ids/iiif/436867851/599,206,897,1196/full/0/native.jpg",-6,15,-1,0,0,359903,Portrait of a Young Woman in White,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,Julien Hudson,19th century,1840,American,"Private collection, Kansas City, MO and California, late 1920s to early 1970s, by descent; to their great-niece and nephew, early 1970s to 1979, gift; to private collection, 1979 to 2017, sold [through Hirschl & Adler Galleries, New York]; to Harvard Art Museums, 2017\r\n",73 × 60.3 cm (28 3/4 × 23 3/4 in.)\r\nframed: 96 × 82.5 cm (37 13/16 × 32 1/2 in.),Oil on canvas,NA,2017
484504,"https://ids.lib.harvard.edu/ids/iiif/437551328/618,399,681,908/full/0/native.jpg",-3,-24,3,0,0,305060,The Reverend John Lowell (1704-1767),Paintings,Harvard University Portrait Collection,European and American Art,Nathaniel Emmons,18th century,1728,American,"Rev. John Lowell; by descent to Ralph Lowell; gift of the estate of Ralph Lowell, 1978.",36.7 x 26.5 cm (14 7/16 x 10 7/16 in.)\r\nframed: 58.4 x 50.8 x 7 cm (23 x 20 x 2 3/4 in.),Oil on panel,NA,NA
484505,"https://ids.lib.harvard.edu/ids/iiif/437551332/892,833,397,529/full/0/native.jpg",-2,-27,3,0,0,305060,The Reverend John Lowell (1704-1767),Paintings,Harvard University Portrait Collection,European and American Art,Nathaniel Emmons,18th century,1728,American,"Rev. John Lowell; by descent to Ralph Lowell; gift of the estate of Ralph Lowell, 1978.",36.7 x 26.5 cm (14 7/16 x 10 7/16 in.)\r\nframed: 58.4 x 50.8 x 7 cm (23 x 20 x 2 3/4 in.),Oil on panel,NA,NA
484298,"https://ids.lib.harvard.edu/ids/iiif/437398323/661,149,742,989/full/0/native.jpg",3,-17,13,0,-20,304605,George Pierce Baker (1866-1935),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Gardner Cox,20th century,1969,American,NA,Stretcher: 112.4 × 89.9 × 2.5 cm (44 1/4 × 35 3/8 × 1 in.),Oil on canvas,NA,NA
484436,"https://ids.lib.harvard.edu/ids/iiif/437445097/1616,375,589,785/full/0/native.jpg",-15,-42,5,4,-10,357215,"Bohemians, Cologne",Photographs,Department of Photographs,Modern and Contemporary Art,August Sander,20th century,1924,German,"Gunther Sander, Germany, sold; to the Estate of Walter Schünemann, Bremen, Germany, sold; to Collection artbeau4, Hamburg, Germany (2015-2016), sold [through Deborah Bell Photographs, New York]; to the Harvard Art Museums, 2016.",image: 19.7 × 24.4 cm (7 3/4 × 9 5/8 in.)\r\nmount: 44.1 × 34.3 cm (17 3/8 × 13 1/2 in.)\r\nframe: 45.7 × 35.6 × 3.2 cm (18 × 14 × 1 1/4 in.),NA,Gelatin silver print,2016
484438,"https://ids.lib.harvard.edu/ids/iiif/437445093/1154,76,579,772/full/0/native.jpg",-11,-3,11,0,0,357212,"Working Students, Cologne",Photographs,Department of Photographs,Modern and Contemporary Art,August Sander,20th century,1926,German,"Gunther Sander, Germany, sold; to the Estate of Walter Schünemann, Bremen, Germany, sold; to Collection artbeau4, Hamburg, Germany (2015-2016), sold [through Deborah Bell Photographs, New York]; to the Harvard Art Museums, 2016.",image: 19 × 24 cm (7 1/2 × 9 7/16 in.)\r\nmount: 44.1 × 34.3 cm (17 3/8 × 13 1/2 in.)\r\nframe: 45.7 × 35.6 × 3.2 cm (18 × 14 × 1 1/4 in.),NA,Gelatin silver print,2016
